Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
Q05676	1	0	0	0	0	0	1
P49095	0	2	0	0	0	0	2
Q12166	0	2	0	0	0	0	2
P32344	0	1	0	0	0	0	1
P42223	1	0	0	0	0	0	1
Q05911	0	2	0	0	0	0	2
P40955	2	0	0	0	0	0	2
P07807	0	1	0	0	0	0	1
Q3E840	0	1	0	0	0	0	1
P25376	1	0	0	0	0	0	1
Q3E705	1	0	0	0	0	0	1
P47011	1	0	0	0	0	0	1
Q03897	0	1	0	0	0	0	1
P20107	1	0	0	0	0	0	1
P38889	0	2	0	0	0	0	2
P32419	1	1	0	0	0	0	2
P43555	0	1	0	0	0	0	1
Q12185	2	0	0	0	0	0	2
P36086	0	1	0	0	0	0	1
P05986	0	1	0	0	0	0	1
Q05933	1	0	0	0	0	0	1
Q08235	0	1	0	0	0	0	1
P48016	1	1	0	0	0	0	2
P38289	1	0	0	0	0	0	1
P53257	3	0	0	0	0	0	3
O13527	1	1	0	0	0	0	2
Q02896	1	0	0	0	0	0	1
Q07532	1	0	0	0	0	0	1
P21651	1	0	0	0	0	0	1
P38998	0	1	0	0	0	0	1
P43321	0	1	0	0	0	0	1
P53313	1	1	0	0	0	0	2
Q12342	1	0	0	0	0	0	1
P0CZ17	0	1	0	0	0	0	1
Q03180	0	0	8	0	0	0	8
P38113	1	1	0	0	0	0	2
Q07821	1	0	0	0	0	0	1
P12612	1	0	0	0	0	0	1
P26343	0	1	0	0	0	0	1
P53333	1	0	0	0	0	0	1
P53163	0	2	0	0	0	0	2
P22202	1	0	0	0	0	0	1
P40051	0	2	0	0	0	0	2
P17214	0	2	0	0	0	0	2
P38206	1	0	0	0	0	0	1
Q12004	0	1	0	0	0	0	1
Q12501	2	2	0	0	0	0	4
P53946	2	0	0	0	0	0	2
P42222	0	2	0	0	0	0	2
P39925	2	1	0	0	0	0	3
Q07458	1	0	0	0	0	0	1
P25343	0	1	0	0	0	0	1
P35995	0	2	0	0	0	0	2
P47912	1	0	0	0	0	0	1
P25441	1	0	0	0	0	0	1
P36161	0	1	0	0	0	0	1
Q03654	1	2	0	0	0	0	3
P53059	1	0	0	0	0	0	1
P38064	1	0	0	0	0	0	1
P33448	1	0	0	0	0	0	1
P40054	0	2	0	0	0	0	2
P20457	1	0	0	0	0	0	1
P43603	1	1	0	0	0	0	2
Q04545	0	1	0	0	0	0	1
P38793	1	0	0	0	0	0	1
P39985	1	0	0	0	0	0	1
P0C2I8	1	0	0	0	0	0	1
Q03162	1	0	0	0	0	0	1
P53317	1	0	0	0	0	0	1
P46990	0	1	0	0	0	0	1
Q08774	1	0	0	0	0	0	1
P50105	1	0	0	0	0	0	1
P40537	0	1	0	0	0	0	1
P40453	1	0	0	0	0	0	1
P53913	0	1	0	0	0	0	1
P36114	1	0	0	0	0	0	1
P47142	1	0	0	0	0	0	1
Q12396	0	1	0	0	0	0	1
P38893	1	0	0	0	0	0	1
P81450	1	0	0	0	0	0	1
P08432	0	2	0	0	0	0	2
P07250	1	0	0	0	0	0	1
P32452	1	0	0	0	0	0	1
P53070	1	1	0	0	0	0	2
P00854	0	1	0	0	0	0	1
P04385	2	1	0	0	0	0	3
P29340	0	1	0	0	0	0	1
P46654	2	0	0	0	0	0	2
P32347	0	1	0	0	0	0	1
P53978	0	2	0	0	0	0	2
P25583	1	0	0	0	0	0	1
P09232	0	2	0	0	0	0	2
P0C0T4	1	0	0	0	0	0	1
Q05580	0	1	0	0	0	0	1
P53388	1	0	0	0	0	0	1
P38127	3	0	0	0	0	0	3
P15454	0	1	0	0	0	0	1
P40581	1	0	0	0	0	0	1
P40363	0	1	0	0	0	0	1
P53054	1	0	0	0	0	0	1
P39875	2	0	0	0	0	0	2
P47040	1	0	0	0	0	0	1
Q04749	0	1	1	0	0	0	2
P47144	2	0	0	0	0	0	2
Q12277	0	2	0	0	0	0	2
P32467	1	0	0	0	0	0	1
P09064	1	0	0	0	0	0	1
P34760	0	2	0	0	0	0	2
P33734	1	1	0	0	0	0	2
P33312	1	0	0	0	0	0	1
P33775	2	1	0	0	0	0	3
P38305	0	1	0	0	0	0	1
P38158	0	1	0	0	0	0	1
P0CX71	1	0	0	0	0	0	1
P10869	1	1	0	0	0	0	2
Q12321	0	1	0	0	0	0	1
P25043	1	1	0	0	0	0	2
Q05521	1	0	0	0	0	0	1
P32600	4	1	0	0	0	0	5
Q07527	1	0	0	0	0	0	1
Q06554	2	1	0	0	0	0	3
Q07651	1	0	0	0	0	0	1
P21576	2	1	0	0	0	0	3
P49626	1	1	0	0	0	0	2
P24813	2	0	0	0	0	0	2
Q12491	2	2	0	0	0	0	4
P07258	0	2	0	0	0	0	2
P25360	1	1	0	0	0	0	2
P06774	1	0	0	0	0	0	1
P38349	0	1	0	0	0	0	1
P40219	1	0	0	0	0	0	1
P41697	1	0	0	0	0	0	1
Q12122	0	1	0	0	0	0	1
P38122	1	0	0	0	0	0	1
P47170	1	1	0	0	0	0	2
Q02890	0	1	0	0	0	0	1
P07342	0	3	0	0	0	0	3
P25694	0	5	0	0	0	0	5
P39113	0	2	0	0	0	0	2
P33399	0	2	0	0	0	0	2
P49704	2	0	0	0	0	0	2
Q12098	0	1	0	0	0	0	1
Q06385	1	0	0	0	0	0	1
Q12291	1	0	0	0	0	0	1
P40028	1	0	0	0	0	0	1
P16522	1	0	4	0	0	0	5
Q06630	1	0	0	0	0	0	1
P36024	1	0	0	0	0	0	1
Q12172	0	1	0	0	0	0	1
P26754	0	2	0	0	0	0	2
P40540	1	0	0	0	0	0	1
P53319	0	2	0	0	0	0	2
P28007	0	1	0	0	0	0	1
P53337	1	0	0	0	0	0	1
Q03532	1	2	0	0	0	0	3
P53099	1	0	0	0	0	0	1
P43550	2	0	0	0	0	0	2
Q05791	1	0	0	0	0	0	1
P40525	1	0	0	0	0	0	1
Q08361	0	1	0	0	0	0	1
P40361	0	2	0	0	0	0	2
P32775	0	3	0	0	0	0	3
P32476	1	0	0	0	0	0	1
P22136	1	0	0	0	0	0	1
P52893	0	1	0	0	0	0	1
P40530	1	1	0	0	0	0	2
P48570	0	1	0	0	0	0	1
P32461	1	0	0	0	0	0	1
P15202	1	1	0	0	0	0	2
P11154	0	6	0	0	0	0	6
Q12086	2	0	0	0	0	0	2
P22134	0	1	0	0	0	0	1
P39013	3	0	0	0	0	0	3
P06786	3	2	0	0	0	0	5
P40079	1	0	0	0	0	0	1
P25301	0	1	0	0	0	0	1
Q04174	1	0	0	0	0	0	1
P05066	0	2	0	0	0	0	2
P53823	0	1	0	0	0	0	1
P40416	1	1	0	0	0	0	2
Q01329	1	0	0	0	0	0	1
Q12146	1	0	0	0	0	0	1
P40009	1	0	0	0	0	0	1
P53048	1	0	0	0	0	0	1
Q06142	0	1	1	0	0	0	2
Q06698	1	3	0	0	0	0	4
P14284	3	1	0	0	0	0	4
P19956	1	0	0	0	0	0	1
P38920	1	2	0	0	0	0	3
P00937	0	2	0	0	0	0	2
P40892	1	0	2	0	0	0	3
P08417	0	2	0	0	0	0	2
P04912	1	1	0	0	0	0	2
Q12272	1	0	0	0	0	0	1
Q04120	0	2	0	0	0	0	2
P35735	1	0	0	0	0	0	1
Q12018	1	1	0	0	0	0	2
Q08985	1	0	0	0	0	0	1
P53874	1	0	0	0	0	0	1
Q00816	0	1	0	0	0	0	1
P53871	0	1	0	0	0	0	1
P53829	1	0	0	0	0	0	1
P39952	1	0	0	0	0	0	1
P54113	1	1	0	0	0	0	2
Q12676	0	1	0	0	0	0	1
P43569	0	1	0	0	0	0	1
P39102	0	3	0	0	0	0	3
P25560	1	0	0	0	0	0	1
Q06623	0	1	0	0	0	0	1
P38266	1	0	0	0	0	0	1
P30775	1	1	0	0	0	0	2
P38753	0	2	0	0	0	0	2
Q07471	0	3	0	0	0	0	3
P41733	1	0	0	0	0	0	1
P38867	1	0	0	0	0	0	1
P40567	0	1	0	0	0	0	1
P40477	1	0	0	0	0	0	1
Q12447	1	0	0	0	0	0	1
Q05506	1	2	0	0	0	0	3
P04650	1	0	0	0	0	0	1
P35194	1	0	0	0	0	0	1
P50942	1	1	0	0	0	0	2
P15625	0	1	0	0	0	0	1
Q08911	0	2	0	0	0	0	2
P48565	1	0	0	0	0	0	1
P46367	1	0	0	0	0	0	1
Q00539	0	2	0	0	0	0	2
P40569	0	1	0	0	0	0	1
Q03246	0	1	0	0	0	0	1
Q03028	3	0	0	0	0	0	3
Q12132	0	1	0	0	0	0	1
Q12125	1	0	0	0	0	0	1
P0CX47	1	1	0	0	0	0	2
P29478	1	0	0	0	0	0	1
P06105	0	7	0	0	0	0	7
Q06835	1	0	0	0	0	0	1
P20437	0	1	0	0	0	0	1
P40042	0	0	2	0	0	0	2
P47103	0	1	1	0	0	0	2
P32787	1	0	0	0	0	0	1
Q12303	1	0	0	0	0	0	1
Q12420	1	0	0	0	0	0	1
Q04711	2	1	0	0	0	0	3
Q12455	0	2	0	0	0	0	2
P40991	1	1	0	0	0	0	2
Q06103	1	1	0	0	0	0	2
P53285	1	0	0	0	0	0	1
P38319	1	0	0	0	0	0	1
P53834	0	1	0	0	0	0	1
P32468	0	1	0	0	0	0	1
Q08995	1	0	0	0	0	0	1
P33330	0	1	0	0	0	0	1
P53039	0	1	0	0	0	0	1
Q06541	1	0	0	0	0	0	1
P16861	0	2	0	0	0	0	2
Q12308	0	1	0	0	0	0	1
Q12034	0	1	0	0	0	0	1
P16370	0	2	0	0	0	0	2
P54885	1	0	0	0	0	0	1
P12685	1	0	0	0	0	0	1
P38750	1	0	0	0	0	0	1
P38999	1	1	0	0	0	0	2
P36004	0	1	0	0	0	0	1
P05318	1	0	0	0	0	0	1
Q02772	1	0	0	0	0	0	1
P48231	0	4	0	0	0	0	4
P53241	1	0	0	0	0	0	1
P0C074	1	0	0	0	0	0	1
P40959	0	1	0	0	0	0	1
P39997	1	0	0	0	0	0	1
P53599	0	1	0	0	0	0	1
P0CX51	1	0	0	0	0	0	1
P47130	0	1	0	0	0	0	1
P32613	1	0	0	0	0	0	1
P32263	1	1	0	0	0	0	2
P53397	1	1	0	0	0	0	2
Q04033	1	0	0	0	0	0	1
Q07500	0	1	0	0	0	0	1
P38129	1	1	6	0	0	0	8
P39955	0	2	0	0	0	0	2
P53178	0	1	0	0	0	0	1
P46680	0	0	2	0	0	0	2
Q12697	3	1	0	0	0	0	4
P10663	1	0	0	0	0	0	1
Q06510	1	0	0	0	0	0	1
P23594	0	1	0	0	0	0	1
Q06217	0	1	0	0	0	0	1
Q12015	1	1	0	0	0	0	2
Q04018	1	0	0	0	0	0	1
P48525	0	1	0	0	0	0	1
P14681	0	1	0	0	0	0	1
P35169	4	1	0	0	0	0	5
P53050	0	1	0	0	0	0	1
P33338	1	1	0	0	0	0	2
P25365	0	0	1	0	0	0	1
P54070	1	0	0	0	0	0	1
P38851	1	1	0	0	0	0	2
P43634	0	2	0	0	0	0	2
Q3E7Y5	0	2	0	0	0	0	2
P36029	1	0	0	0	0	0	1
P25451	0	1	0	0	0	0	1
P36520	1	0	0	0	0	0	1
P08524	0	1	0	0	0	0	1
P36027	1	0	0	0	0	0	1
P38439	1	0	0	0	0	0	1
P43612	1	0	0	0	0	0	1
Q12035	1	0	0	0	0	0	1
P38817	0	3	0	0	0	0	3
Q03957	0	1	0	0	0	0	1
Q04792	0	1	0	0	0	0	1
Q12251	3	0	0	0	0	0	3
Q05790	0	1	0	0	0	0	1
P20084	0	1	0	0	0	0	1
Q12451	1	1	1	0	0	0	3
Q08974	1	0	0	0	0	0	1
Q02796	1	0	0	0	0	0	1
P22515	0	6	0	0	0	0	6
P53329	1	0	0	0	0	0	1
Q08230	0	1	0	0	0	0	1
P38623	0	1	0	0	0	0	1
P07866	1	1	0	0	0	0	2
P25618	1	0	0	0	0	0	1
Q07658	1	0	0	0	0	0	1
P40188	1	0	0	0	0	0	1
P53615	0	1	0	0	0	0	1
Q08322	1	0	0	0	0	0	1
P40441	1	0	0	0	0	0	1
Q04500	1	0	0	0	0	0	1
P24719	1	1	0	0	0	0	2
Q06449	0	1	0	0	0	0	1
P37296	1	0	0	0	0	0	1
P40099	1	0	0	0	0	0	1
Q12263	0	2	0	0	0	0	2
Q04272	1	0	0	0	0	0	1
Q01477	1	0	0	0	0	0	1
P35999	1	0	0	0	0	0	1
P50094	0	3	0	0	0	0	3
P53065	1	0	0	0	0	0	1
Q02908	2	1	0	0	0	0	3
P41940	1	0	1	0	0	0	2
P39108	0	0	3	0	0	0	3
Q12127	0	0	1	0	0	0	1
P38615	0	1	0	0	0	0	1
P38196	1	0	0	0	0	0	1
P0CX32	1	0	0	0	0	0	1
P40064	0	2	0	0	0	0	2
P19807	1	0	0	0	0	0	1
Q03649	0	1	0	0	0	0	1
P40093	1	0	0	0	0	0	1
Q03940	1	0	0	0	0	0	1
Q12672	1	0	0	0	0	0	1
P53076	1	1	0	0	0	0	2
P47180	0	1	0	0	0	0	1
Q06497	3	0	0	0	0	0	3
P47139	1	0	0	0	0	0	1
P36002	0	1	0	0	0	0	1
Q03612	2	1	0	0	0	0	3
P38985	0	1	0	0	0	0	1
P53272	1	0	0	0	0	0	1
Q08920	0	1	0	0	0	0	1
P38297	0	1	0	0	0	0	1
Q04437	0	2	0	0	0	0	2
Q12171	2	0	0	0	0	0	2
P53243	0	1	0	0	0	0	1
P47096	0	1	0	0	0	0	1
P38629	0	2	0	0	0	0	2
P32863	3	0	0	0	0	0	3
P25638	0	1	0	0	0	0	1
P28319	0	0	1	0	0	0	1
Q12393	1	0	0	0	0	0	1
Q03558	0	1	0	0	0	0	1
P47147	0	1	0	0	0	0	1
P00925	0	2	0	0	0	0	2
Q04162	2	0	0	0	0	0	2
P36068	1	0	0	0	0	0	1
P13856	0	1	0	0	0	0	1
P36165	2	0	0	0	0	0	2
P08425	0	3	0	0	0	0	3
Q12273	2	1	0	0	0	0	3
P32629	1	0	0	0	0	0	1
P47077	0	0	4	0	0	0	4
P53949	0	1	0	0	0	0	1
P32893	1	0	0	0	0	0	1
P40511	1	0	0	0	0	0	1
Q12089	0	0	1	0	0	0	1
P53958	1	0	0	0	0	0	1
Q12480	0	2	0	0	0	0	2
P32793	1	1	0	0	0	0	2
P46974	0	1	0	0	0	0	1
P53242	1	0	0	0	0	0	1
P38110	2	1	0	0	0	0	3
Q05946	0	1	7	0	0	0	8
P13663	0	2	0	0	0	0	2
P27466	0	1	0	0	0	0	1
P32943	0	2	0	0	0	0	2
P22768	1	0	0	0	0	0	1
P46961	1	0	0	0	0	0	1
P53327	4	2	0	0	0	0	6
P05694	0	2	0	0	0	0	2
Q12083	0	1	0	0	0	0	1
Q12200	1	1	0	0	0	0	2
P40072	0	1	0	0	0	0	1
P39994	0	3	0	0	0	0	3
P18898	0	0	4	0	0	0	4
Q04438	1	0	0	0	0	0	1
P36087	1	0	0	0	0	0	1
P36013	0	2	0	0	0	0	2
P40069	0	1	0	0	0	0	1
Q03900	0	1	0	0	0	0	1
Q12016	1	0	0	0	0	0	1
